Eurostopodus papuensis
Eurostopodus temminckii
Hydropsalis climacocerca
Hydropsalis torquata
Lurocalis rufiventris
Lurocalis semitorquatus
Macrodipteryx longipennis
Macrodipteryx vexillarius
Macropsalis forcipata
Nyctidromus albicollis
Nyctiphrynus mcleodii
Nyctiphrynus ocellatus
Nyctiphrynus rosenbergi
Nyctiphrynus yucatanicus
Nyctiprogne leucopyga
Nyctiprogne vielliardi
Phalaenoptilus nuttallii
Podager nacunda
Siphonorhis brewsteri
Uropsalis lyra
Uropsalis segmentata
Nyctibius aethereus
Nyctibius bracteatus
Nyctibius grandis
Nyctibius griseus
Nyctibius jamaicensis
Nyctibius leucopterus
Nyctibius maculosus
Batrachostomus affinis
Batrachostomus auritus
Batrachostomus cornutus
Batrachostomus harterti
Batrachostomus hodgsoni
Batrachostomus javensis
Batrachostomus mixtus
Batrachostomus moniliger
Batrachostomus poliolophus
Batrachostomus septimus
Batrachostomus stellatus
Podargus ocellatus
Podargus papuensis
Podargus strigoides
Rigidipenna inexpectata
Steatornis caripensis
Cariama cristata
Chunga burmeisteri
Casuarius bennetti
Casuarius casuarius
Casuarius unappendiculatus
Dromaius novaehollandiae
Aethia cristatella
Aethia psittacula
Aethia pusilla
Aethia pygmaea
Alca torda
Alle alle
Brachyramphus brevirostris
Brachyramphus marmoratus
Brachyramphus perdix
Cepphus carbo
Cepphus columba
Cepphus grylle
Cerorhinca monocerata
Fratercula arctica
Fratercula cirrhata
Fratercula corniculata
Ptychoramphus aleuticus
Synthliboramphus antiquus
Synthliboramphus craveri
Synthliboramphus hypoleucus
Synthliboramphus wumizusume
Uria aalge
Uria lomvia
Burhinus bistriatus
Burhinus capensis
Burhinus grallarius
Burhinus oedicnemus
Burhinus senegalensis
Burhinus superciliaris
Burhinus vermiculatus
Esacus giganteus
Esacus recurvirostris
Anarhynchus frontalis
Charadrius alexandrinus
Charadrius alticola
Charadrius asiaticus
Charadrius australis
Charadrius bicinctus
Charadrius collaris
Charadrius dubius
Charadrius falklandicus
Charadrius forbesi
Charadrius hiaticula
Charadrius javanicus
Charadrius leschenaultii
Charadrius marginatus
Charadrius melodus
Charadrius modestus
Charadrius mongolus
Charadrius montanus
Charadrius obscurus
Charadrius pallidus
Charadrius pecuarius
Charadrius peronii
Charadrius placidus
Charadrius ruficapillus
Charadrius sanctaehelenae
Charadrius semipalmatus
Charadrius thoracicus
Charadrius tricollaris
Charadrius veredus
Charadrius vociferus
Charadrius wilsonia
Elseyornis melanops
Erythrogonys cinctus
Eudromias morinellus
Oreopholus ruficollis
Phegornis mitchellii
Pluvialis apricaria
Pluvialis dominica
Pluvialis fulva
Pluvialis squatarola
Thinornis novaeseelandiae
Thinornis rubricollis
Vanellus albiceps
Vanellus armatus
Vanellus cayanus
Vanellus chilensis
Vanellus cinereus
Vanellus coronatus
Vanellus crassirostris
Vanellus duvaucelii
Vanellus gregarius
Vanellus indicus
Vanellus leucurus
Vanellus lugubris
Vanellus malarbaricus
Vanellus melanocephalus
Vanellus melanopterus
Vanellus miles
Vanellus resplendens
Vanellus senegallus
Vanellus spinosus
Vanellus superciliosus
Vanellus tectus
Vanellus tricolor
Vanellus vanellus
Chionis albus
Chionis minor
Pluvianellus socialis
Dromas ardeola
Cursorius coromandelicus
Cursorius cursor
Cursorius rufus
Cursorius somalensis
Cursorius temminckii
Glareola cinerea
Glareola lactea
Glareola maldivarum
Glareola nordmanni
Glareola nuchalis
Glareola ocularis
Glareola pratincola
Pluvianus aegyptius
Rhinoptilus africanus
Rhinoptilus bitorquatus
Rhinoptilus chalcopterus
Rhinoptilus cinctus
Stiltia isabella
Haematopus ater
Haematopus bachmani
Haematopus chathamensis
Haematopus finschi
Haematopus fuliginosus
Haematopus leucopodus
Haematopus longirostris
Haematopus moquini
Haematopus ostralegus
Haematopus palliatus
Haematopus unicolor
Ibidorhyncha struthersii
Actophilornis africanus
Actophilornis albinucha
Hydrophasianus chirurgus
Irediparra gallinacea
Jacana jacana
Jacana spinosa
Metopidius indicus
Microparra capensis
Anous minutus
Anous stolidus
Anous tenuirostris
Chlidonias hybrida
Chlidonias leucopterus
Chlidonias niger
Creagrus furcatus
Gygis alba
Gygis microrhyncha
Larosterna inca
Larus argentatus
Larus armenicus
Larus atlanticus
Larus atricilla
Larus audouinii
Larus belcheri
Larus brunnicephalus
Larus bulleri
Larus cachinnans
Larus californicus
